"RegionName","City","State","Metro","CountyName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06"
"North Lake","Charlotte","NC","Charlotte","Mecklenburg",426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,1129.5,1125,1084,1033,1066,1072.5,1065.5,1152.5,1182.5,1108,1156.5,1167
"North Capitol Hill","Denver","CO","Denver","Denver",428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.5,1621,1695.5,1560,1507.5,1615,1513,1575,1552,1560,1615,1632.5,1580,1607.5,1600,1537.5,1328,1451,1467
"Foxcroft","Charlotte","NC","Charlotte","Mecklenburg",429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,1665,1665,1495,1535,1530,1527.5,1540,1575,1515,1482.5,1657.5,1632.5,1590,1517.5,1422.5,1439,1524
"Marina","San Diego","CA","San Diego","San Diego",430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,1739.5,1662.5,1612.5,1720,1760,1820,1820,1770,1730,1790,1845,1845,1795,1780,1770,1765,1835,1857.5,1865,1880,1850,1795,1805,1815,1830,1857.5,1905
"Business District","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2050,2087,2162,2159.5,2125,2139,2139,2279,2282.5,2122,2255,2209.5,2229,2224.5,2285,2210,2187.5,2194.5,2310,2270,2312.5,2205,2255,2252,2264.5,2245,2329,2370,2282.5,2279,2190,2210,2305,2220,2159.5
"Pearl District","Portland","OR","Portland","Multnomah",432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,2169,2043,1988,1993,1862.5,1900,2239,2268.5,2108.5,1980.5,2163,2345,2450,2305,2330,2496,2417,2376,2222,2161,2221,2214.5,2246.5
"Astoria Heights","New York","NY","New York","Queens",433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1900,2000,2300,2300,2100,2100,2200,2200,1950,2100,2200,2175,2100,2100,2100,2300,2200,2000,1950,1950,2250,2500,2250,2300,2100
"Old West Austin","Austin","TX","Austin","Travis",434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,1700,1620,1665.5,1817.5,1833,1850,1828.5,1822,2077.5,2077.5,1935,1939.5,1979,2085,2021.5,2031,2060,2079.5,1885,1838,1872,1838,2080,1927.5,1868,1906,1791,1724,1676,1589,1557,1495,1447.5
"Baldwin Park","Orlando","FL","Orlando","Orange",435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,1590,1475,1475,1590,1515,1617.5,1515,1515,1515,1535,1515,1525,1545,1562.5,1555,1585,1585,1519,1585,1650,1665,1760,1717.5,1702.5,1585,1520
"Woodley Park","Washington","DC","Washington","District of Columbia",436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,2441,2430,2285,2335.5,2335.5,2255,2315,2310,2190,2200.5,2135,2171,2280,2405
"Zilker","Austin","TX","Austin","Travis",436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,1994,1985,1967,1995,1985,1992.5,1955,2042,1952.5,1936,1973,1955,1873,1986,1918,1955,1985
"Braddock Road Metro","Alexandria","VA","Washington","Alexandria City",438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.5,2052,2122,1993.5,2006,2002,1927,1931,1925,1957.5,1900,1890,1776,1840,1926,2060,1970,2022.5,2072.5,2102.5,2113.5,2105,2088,2100,2140,2070,2100,2077.5,2080,2052.5,2100,2105,2102.5,2130
"Lindbergh","Atlanta","GA","Atlanta","Fulton",439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,1566,1619,1655.5,1626,1590,1533,1364,1457.5,1712,1683,1660,1658
"Aggasiz - Harvard North","Cambridge","MA","Boston","Middlesex",440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2085,2085,2085,2090,2282.5,2085,2150,2325,2117.5,2300,2325,2400,2400,2500,2400,2500,2430,2477.5,2395,2400,2450,2300,2250,2097.5,2000,2095,2162.5,2450,2275
"Penrose","Arlington","VA","Washington","Arlington",441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,1969.5,1984,1895,1895,1893,1861,1873,1970,1901,1893,1836,1838,1830,1898,1825,1825,1825,1891,1840,1893,1960,1977.5,1831.5,1835
"Mid-Town Belvedere","Baltimore","MD","Baltimore","Baltimore City",442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1400,1382.5,1357.5,1440,1370,1348,1407.5,1363,1356.5,1405,1245,1305,1299,1385,1325,1325,1393,1400,1302
"New Eastside","Chicago","IL","Chicago","Cook",443,,,,,,1711,1885.5,1720,1777,1900,1892,1881,1882,1847.5,1840,1900.5,1900.5,1877,2069.5,2120,2051,1939,1975,2057,2335,2257,2115,2104,1931,1955,1950,1931,1997,2338,2241,2130,1997,1983,1934,2127,2182,2156,2110,2045,2063,2087,2023,2097.5,1996,1991.5,2086.5,2035,2016.5,2008,1931,1873,1887,1875,1910.5,1960,2209,2248,2140,2095,2038,2030,1925,1930,2040,2090
"Garment District","New York","NY","New York","New York",444,,,,,,,,,,,,,,,,,,,3400,3297.5,3350,3400,3450,3525,3500,3500,3500,3500,3590,3450,3438,3400,3425,3500,3495,3500,3495,3350,3300,3300,3300,3377.5,3390,3380,3430,3503,3275,3405,3400,3335,3415,3500,3500,3400,3501.5,3650,3500,3400,3400,3782.5,3800,3600,3665,3695,3650,3500,3415,3415,3318,3600
"Platinum Triangle","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354.5,2374,2425,2238.5,2287.5,2054,2300,2276,2308,2399,2316,2300,2304,2300,2396,2319,2282,2330,2405,2325,2350,2276
"South End","Stamford","CT","Stamford","Fairfield",446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.5,2575,2450,2455,2425,2575,2540,2460,2455,2595,2535,2535,2560,2577.5,2700,2585,2567.5,2762.5,2750,2712.5,2717.5,2765,2525,2625,2625
"Binz","Houston","TX","Houston","Harris",447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,2024,1881,1898,1994.5,2017,2012.5,1936,1982.5,1969,1837.5,1865,1832.5,1710,1832.5,1727.5,1777.5,1795,1757,1662
"Southmoor Park","Denver","CO","Denver","Denver",448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.5,1272,1285,1359,1369,1349,1388,1418,1360,1345,1365,1423.5,1389,1409,1459,1426.5,1446,1526,1564.5,1519.5,1479.5,1465.5,1385,1429,1425,1415,1412.5,1425,1482
"Union Station","Denver","CO","Denver","Denver",449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2400,2500,2500,2520,2242.5,2452,2505,2505,2487.5,2481,2250,2250,2415,2420,2450,2352.5,2405,2383,2264,2250,2287,2330,2275,2250,2227.5,2350,2377.5,2332.5,2271
"Rancho San Joaquin","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1955,2120,1975,1977.5,1970,1960,1945,1945,1890,2030,1945
"St. Edwards","Austin","TX","Austin","Travis",451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,1415.5,1449,1421.5,1395,1349,1447,1488,1440,1546,1552,1523.5,1500,1529,1552,1622.5,1520,1450,1472.5,1463.5,1451,1464,1466.5,1506.5,1422,1495,1351
"Lyon Village","Arlington","VA","Washington","Arlington",452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775,2750,2605.5,2530,2635,2625,2467.5,2663,2770,2656,2535,2497.5,2862,2670,2805,2797.5,2780,2776.5,2727.5,2768,2835,2852.5,2853
"Downtown West","Saint Louis","MO","St. Louis","Saint Louis City",453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1300,1212.5,1225,1270,1300,1250,1300,1325,1325,1295,1285,1325,1297.5,1275,1390,1472.5,1475,1495,1350
"North Loop","Minneapolis","MN","Minneapolis-St Paul","Hennepin",454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,1840,1655,1675,1695,1715,1600,1522.5,1750,1775,1662.5,1662.5,1675,1495,1685,1732.5,1675,1722.5,1642.5,1610,1607.5,1670,1690,1732.5,1715,1692.5,1705,1625.5,1675,1691,1672,1669,1675,1685
"Fulton River District","Chicago","IL","Chicago","Cook",455,,,,,,,,,,,,,,,,,,,,,2001,1933,1885,1885,1775.5,1783,1865.5,1850,1843,1982.5,1936,1969,2000,2027,2013,2036,1965,2000,1982.5,1980,2003,2048.5,2059.5,2060,2065,2038,2000,2005,2011,2038,2080,2036,2092,2060,2036,2047,2178,2119,2121,2078,2125,2090,2050,1985,1957,2075.5,2069.5,2058,2017.5,1950
"Uptown","Seattle","WA","Seattle","King",456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1809,1634,1660.5,1700,1723,1804,1984,1949,1978,1995,2012.5,1995,1918,1955,2071.5,1989,1920,1957,1980,2045,1967.5,1970,1865,1850,1820.5,1845,1897.5,1900,1916,1975,1902
"Goose Island","Chicago","IL","Chicago","Cook",457,,,,,,,,,,,,,,,,,,,,,2260,2235,2235,2085,2210,2232.5,2242.5,2170,2170,2130,2205,2258.5,2226,2260,2260,2260,2235,2100,2228,2200,2199.5,2202,2315.5,2322,2364,2349,2066,2242,2325,2250,2189.5,2088.5,2106,2250,2098,2375,2571,2448,2458,2317.5,2366.5,2339.5,2273,2346,2354,2362,2400,2350,2346,2500
"Fells Point","Baltimore","MD","Baltimore","Baltimore City",458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2282.5,2295,2290,2315,2325,2360,2375,2385,2385,2322,2255,2275,2260,2352.5,2335,2320,2310,2199.5,2225,2233,2189,2110.5,2000,2120,2102.5,2124,2124.5,2180,2165,2187.5,2100
"Mission Bay","San Francisco","CA","San Francisco","San Francisco",459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785,3785,3881,3737,3868.5,3955,3872,3838.5,3838.5,4053,4271,4513,4380,4345,4345,4380,4194,4265,4750,4610,4504,4523,4257
"Yerba Buena","San Francisco","CA","San Francisco","San Francisco",460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3314.5,3595,3625,3579.5,3564,3437.5,3557,3579.5,3564,3437.5,3425,3564,3500,3445,3595,3897.5,3795,3500,3584.5,3355.5,3526.5,4025,3862,3644.5,3814.5,3850,3670,3997.5,3957.5,3868,3986,3995,4042,4140.5,3905,3819,3760,3868.5,3868
"Downtown","Providence","RI","Providence","Providence",461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1935,2060,1960,2165,2197.5,2270,2160,2020,2020,1997.5,2180,2190,2180,1975,2095
"Westlake","Seattle","WA","Seattle","King",462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,1780,1690,1715,1675,1652,1645,1645,1685,1660,1695,1775,1775,1710,1708,1787.5,1747.5,1595,1613,1586.5,1576,1673,1675,1829,1780,1793,1860,1895,1917,1886,1885,1899,1830,1757.5,1780,1815,1855,2010,2045
"Hancock","Austin","TX","Austin","Travis",463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1575,1585,1477,1595,1506,1522.5,1741.5,1785,1484,1600,1600,1550,1516,1500,1497.5,1550
"Irvine Health and Science Complex","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195,2175,1965,1925,1980,2025,1995,1975,2055,2155,2182.5,2157.5,2105,2115,2262.5,2325,2140,2110,2257.5,2180,2080,2300,2260,2245,2320,2290,2260,2242.5,2345,2335,2240,2232.5
"Eisenhower East","Alexandria","VA","Washington","Alexandria City",465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535,2640,2350,2640,2395,2325,2205,2157,2180,2155,2170,2185,2115,1997.5,2070,2090,2110,2167.5,2185,2056.5,2190,2125,2142.5,2127.5,2167.5,2050,2045,2040
"U Street Corridor","Washington","DC","Washington","District of Columbia",466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,2502,2500,2350,2428,2428,2414,2399.5,2567,2443.5,2386,2389.5,2377,2488,2489.5,2489.5,2502,2484.5,2455,2476.5,2480,2600,2607,2603.5,2590,2830,2911.5,2756.5
"Columbia Street Waterfront District","New York","NY","New York","Kings",467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2600,2500,2500,2500,2700,2850,2850,2950,3000,3200,3500,3000
"Navy Yard","Washington","DC","Washington","District of Columbia",468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.5,2036.5,2131.5,2321.5,2365,2345,2302,2280,2296,2227,2241,2205,2195,2246,2312,2330.5,2279,2295,2220,2279
"Downtown","Redmond","WA","Seattle","King",469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1698,1725,1696,1925,1928,1928.5,1928,1899,1919,1863,1862,1954,2033,2170.5,2115,2019
"Wrigleyville","Chicago","IL","Chicago","Cook",470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1850,1995,1950,1895,1695,1700,1695,1895,2200,2250,1950,1900,2100,1875.5
"Downtown Charlotte","Charlotte","NC","Charlotte","Mecklenburg",471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1632.5,1780,1780,1780,1780,1730,1720,1722,1689,1750,1674,1659,1575,1599,1654.5,1550,1574.5,1544
"Central Business District","Pittsburgh","PA","Pittsburgh","Allegheny",472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5,1465,1465,1450,1435,1350,1337.5,1300,1250,1250,1250,1367.5,1400,1444,1680,1687.5,1480,1300,1300,1300,1300,1250,1300,1300
"South University","Eugene","OR","Eugene","Lane",473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.5,845,795,790,845,795,795,795,750,825,795,822.5,795,825
"Central Business District","Orlando","FL","Orlando","Orange",474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,1567.5,1400,1425,1469,1509,1409,1539,1557,1595,1592.5,1570,1580,1660,1685,1653,1650,1700,1702.5,1669,1705,1659,1655,1630,1645,1769.5,1739,1640,1657,1659,1650,1725,1785,1740,1712,1662.5,1709.5,1720
"Downtown","Boston","MA","Boston","Suffolk",475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3325,3700,3800,3900,3650,3850,3875,3700,3800,3500,3675,3500,3700,3500,3500,3675,3700,3600,3600,3500,3500,3400,3227.5,3300,3500,3400,3400,3300,3400,3300,3085,3200,3207.5,3375,3397.5,3500,3500,3667.5,3400
"Central Business District","Denver","CO","Denver","Denver",476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2750,2280,2480,2447.5,2300,2250,2250,2280,2110,1742,1929
"Potomac Yard-Potomac Greens","Alexandria","VA","Washington","Alexandria City",477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,2410,2435,2384.5,2316,2310,2216,2230,2129,2128,2188.5,2215,2225,2260,2017.5,2187.5
"West End","Washington","DC","Washington","District of Columbia",478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2895,2935,3115,3095,3195,3305,3237.5,3185,3092.5,3090,2995,3011.5,3008,3100,2939,2980,3000,3050,3115,3227,3485,3330,3330,3390,3317.5,3110,3247,3238,3135,2800,3085
"Downtown","Baltimore","MD","Baltimore","Baltimore City",479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1625,1580,1530,1585,1575,1580,1477.5,1482.5,1442,1299,1510,1530,1599,1540,1689.5,1690,1657.5,1625,1630,1595,1667.5,1721.5,1675,1640,1625,1614.5,1529
"Wakefield","Washington","DC","Washington","District of Columbia",480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.5,1677.5,1585,1725,1660,1612.5,1655,1650,1595,1587.5,1600,1595,1660,1695,1672.5,1697.5,1710,1695,1695,1695,1695,1675,1645,1655,1655,1695,1680
"Moss Bay","Kirkland","WA","Seattle","King",481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869,1951,1809,1700,1706.5,1766.5,1872,2067,1917,1917,1945,2081,1966,1978,1983,1899.5,1898,1990,1911,1858.5,1744,1793.5,1939.5,2051,2093,2197,2266,2095,1927,1943.5,1970,2081,1995,1992,2120,2150,2275
"Fourth Ward","Charlotte","NC","Charlotte","Mecklenburg",482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1392,1385,1409,1385,1489,1495,1485,1565,1607,1630,1615,1615,1630,1675,1670
"DUMBO","New York","NY","New York","Kings",483,,,,,,,,,,,,,,,,,,,4150,3800,3800,3800,3800,4025,4550,4550,4565,4000,4075,4000,3500,3500,3850,4000,4000,4200,3937.5,3950,3700,3650,3800,3775,3937.5,4200,4435,4337.5,4250,4250,4139,4050,3990,4000,4037.5,4000,4095,3800,3846,3900,4056,4137.5,4220,4157,4100,4100,3990,4100,4240,4285,4450,4329
"Denny Triangle","Seattle","WA","Seattle","King",484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657.5,2670,2667.5,2645,2605,2645,2650,2525,2485.5,2535,2545,2545,2523.5,2605,2735,2690,2652.5,2672.5,2597.5,2602.5,2670,2705,2560,2641,2506,2635,2695
"NoMa","Washington","DC","Washington","District of Columbia",485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180,2289,2259,2390,2400,2320,2299,2164.5,2212,2220,2341,2483,2235,2259,2255,2245,2235,2235,2205,2235,2480,2353,2318
"Channel District","Tampa","FL","Tampa","Hillsborough",486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.5,1536,1694.5,1725,1626,1827.5,1765,1752.5,1752.5,1673,1760,1767.5,1835,1842.5,1805.5,1818,1811
"Medical Center Area","Houston","TX","Houston","Harris",487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1800,1750,1900,1912.5,1804.5,1839.5,1864,1855.5,1815,1740,1740,1680,1695
"Spectrum","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,1922.5,2110,2120,2125,2115,2070,2100,2095,1930,1915,1925,2065,2135,2135,2010,2180,2120,2012.5,2020,2080,2260
"South Lake Union","Seattle","WA","Seattle","King",489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,2025,2089,2025,2025,2049,2043,2184,2262,2408,2437,2534,2443,2708.5,2713,2432.5,2212,2138,1976,1985.5,2322,2363.5,2371,2290
"Cedar-Isles-Dean","Minneapolis","MN","Minneapolis-St Paul","Hennepin",490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319,2449,2519,2969,2809.5,2546,2399.5,2236.5,2139,2209,2139,2076.5,2204,2243.5,2350,2396,2161.5,2104.5,1999,2069,2016,1999,2046,1999,1996.5,1996.5,1996.5,2109
"Shockoe Bottom","Richmond","VA","Richmond","Richmond City",491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.5,1175,1135,1110,1106,1064,1062,1118,1106,1078,1050,1046,1027,1160.5,1138,1096,1073,1025,1053,1150.5,1200,1230.5,1212.5,1141,1170,1153.5,1155,1163,1195.5,1199,1174,1112.5,1097.5,1095
"Monroe Ward","Richmond","VA","Richmond","Richmond City",492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,962.5,935,965,967,975,962.5,967,967,950,950,967,960,960,957.5,950
"Judiciary Square","Washington","DC","Washington","District of Columbia",493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2836,2785,2855,3225,2880,2995,2886,2919,3043,3045.5,2774.5,2788,2699,2797,2600,2435,2600,2600,2544.5,2645,2600,2505,2600
"Cascade","Seattle","WA","Seattle","King",494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842,1769,1817,1865.5,1785,1959,1905,1959,1959,1959,1882,2059,1790,1825,1988,2015,2015,2051,2036,2064.5,2015,1940,1907,1964.5,2000,2054,1915,1898,2098.5
"Central Business District","New Orleans","LA","New Orleans","Orleans",495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2172.5,2172.5,2100,2125,2200,2150,2110,2205,2255,2180,2252.5,2202.5,2177.5,2265,2172.5
"Downtown","Hartford","CT","Hartford","Hartford",496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,1695,1700,1720,1630,1590,1550,1524.5,1495,1497,1450,1399,1392,1395
"Triangle State","Austin","TX","Austin","Travis",497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,1769,1863.5,1830,1866.5,1792,1782,1730,1729,1732,1663,1811,1635,1824,1924
"Bay Village","Boston","MA","Boston","Suffolk",498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,2200,2200,2200,2200,2350,2275,2200,2200,2200,2200,2200,2200,2200,2200,2250,2250,2200,2250,2200,2225,2212.5,2200,2200,2200,2300,2400,2500,2600,2500,2400,2500,2500,2500,2600,2400,2400,2300,2500
"City Center District","Dallas","TX","Dallas-Fort Worth","Dallas",499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5,1420,1485,1430,1425,1520,1525,1520,1455,1405,1459,1425,1454,1500,1510,1542.5,1649.5,1727.5,1550,1510,1686,1710,1765,1800.5,1765,1761,1747,1679,1664,1685,1739.5,1749,1788.5,1750,1796.5
"Farmers Market District","Dallas","TX","Dallas-Fort Worth","Dallas",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1319.5,1289,1315,1365,1365,1365,1345,1292.5,1289,1279,1279,1263,1259,1229,1161,1269,1259,1259,1279,1234,1259,1279,1312,1324,1326,1269,1199,1179,1269,1329,1327,1349,1309
"Roscoe Village","Chicago","IL","Chicago","Cook",501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.5,1675,1597.5,1700,1725,1950,1812.5,1862.5,1800,1925,1812.5,1685,1650,1675,1800,1800,1775,1595,1595,1650,1600,1725,1550,1800,1875,1695,1700,1647.5,1850,1850,1900,1887.5,1905,2150
"Old Town Manchester","Richmond","VA","Richmond","Richmond City",502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,964,969,969,989,989,989,892,896,912,896,899,902,999,996.5,999
"Raynolds","Albuquerque","NM","Albuquerque","Bernalillo",503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,660,660,655,658,654,658,658,658,658,658,658,658,658,658,658
"Cambridge Highlands","Cambridge","MA","Boston","Middlesex",504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,2590,2551,2540,2522,2630,2700,2810,2638.5,2750,2780,2550,2750,2550,2536,2700,2750,3000,2878.5,2700,2600,2700,2700,2700,2700,3045,3100,2750
"Central Office","Richmond","VA","Richmond","Richmond City",505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.5,1269.5,1389,1472,1470,1359,1359,1359,1359,1359,1379,1369,1379,1379,1379,1379
"Quail Hill","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,2065,2000,2000,1985,1975,1895,1895,1907.5,2015,1970,1805,1897.5,1965,2100,2060,2040,2080,2235,2040
"Linwood","Fort Worth","TX","Dallas-Fort Worth","Tarrant",507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1357,1357,1373,1452,1460,1432,1419,1427.5,1420.5,1422,1431,1560,1530,1462.5,1531
"Alafaya","Orlando","FL","Orlando","Orange",508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,1097.5,1100,1135,1109.5,1135,1159.5,1155,1154.5,1152,1100,1189,1166.5,1183.5,1165,1162,1184,1184,1172.5,1187.5,1160,1223,1295,1275,1195,1250,1297.5,1195,1195,1250,1243,1275
"Spruce Hill","Philadelphia","PA","Philadelphia","Philadelphia",508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.5,1247.5,1247.5,1200,1100,940,1050,1195,1195,1200,1250,1250,1100,1100,1100,1200,1350,1350,1350,1300,1275,1350
"Society Hill","Philadelphia","PA","Philadelphia","Philadelphia",508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,1735,1675,1595,1607.5,1800,1850,1800,2000,1954,1650,1600,1612.5,1695,1682.5,1650
